FileName,SW_I_Step,ECUName,DTCCode,SignalName,SignalValue,EventTimestamp
Prod_Diagnostic_01.txt,24-07-510,TCU,0X9026,RSSI,624,2026-05-27 20:32:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X9026,GPS Status,204,2026-05-27 20:32:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X9026,Network Type,157,2026-05-27 20:32:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X9026,Speed,383,2026-05-27 20:32:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X9026,Voltage,781,2026-05-27 20:32:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X9A14,RSSI,952,2026-05-16 00:07:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X9A14,GPS Status,372,2026-05-16 00:07:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X9A14,Network Type,900,2026-05-16 00:07:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X9A14,Speed,852,2026-05-16 00:07:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X9A14,Voltage,827,2026-05-16 00:07:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X4D4C,RSSI,836,2026-05-03 23:31:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X4D4C,GPS Status,71,2026-05-03 23:31:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X4D4C,Network Type,779,2026-05-03 23:31:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X4D4C,Speed,546,2026-05-03 23:31:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X4D4C,Voltage,785,2026-05-03 23:31:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X30DE,RSSI,622,2026-05-09 16:55:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X30DE,GPS Status,434,2026-05-09 16:55:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X30DE,Network Type,988,2026-05-09 16:55:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X30DE,Speed,217,2026-05-09 16:55:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0X30DE,Voltage,952,2026-05-09 16:55:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0XD159,RSSI,383,2026-05-13 21:41:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0XD159,GPS Status,449,2026-05-13 21:41:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0XD159,Network Type,922,2026-05-13 21:41:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0XD159,Speed,530,2026-05-13 21:41:00
Prod_Diagnostic_01.txt,24-07-510,TCU,0XD159,Voltage,463,2026-05-13 21:41:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X4F76,CAN Load,603,2026-05-19 17:14:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X4F76,Eth Status,226,2026-05-19 17:14:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X4F76,Voltage,8,2026-05-19 17:14:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X4F76,Bus Errors,73,2026-05-19 17:14:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X4F76,Ignition,725,2026-05-19 17:14:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X4A9B,CAN Load,686,2026-05-17 07:17:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X4A9B,Eth Status,498,2026-05-17 07:17:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X4A9B,Voltage,220,2026-05-17 07:17:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X4A9B,Bus Errors,553,2026-05-17 07:17:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X4A9B,Ignition,136,2026-05-17 07:17:00
Prod_Diagnostic_01.txt,24-07-510,GW,0XA382,CAN Load,675,2026-05-07 03:06:00
Prod_Diagnostic_01.txt,24-07-510,GW,0XA382,Eth Status,442,2026-05-07 03:06:00
Prod_Diagnostic_01.txt,24-07-510,GW,0XA382,Voltage,363,2026-05-07 03:06:00
Prod_Diagnostic_01.txt,24-07-510,GW,0XA382,Bus Errors,434,2026-05-07 03:06:00
Prod_Diagnostic_01.txt,24-07-510,GW,0XA382,Ignition,421,2026-05-07 03:06:00
Prod_Diagnostic_01.txt,24-07-510,GW,0XED24,CAN Load,348,2026-05-02 12:46:00
Prod_Diagnostic_01.txt,24-07-510,GW,0XED24,Eth Status,820,2026-05-02 12:46:00
Prod_Diagnostic_01.txt,24-07-510,GW,0XED24,Voltage,883,2026-05-02 12:46:00
Prod_Diagnostic_01.txt,24-07-510,GW,0XED24,Bus Errors,112,2026-05-02 12:46:00
Prod_Diagnostic_01.txt,24-07-510,GW,0XED24,Ignition,255,2026-05-02 12:46:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X40B1,CAN Load,256,2026-05-06 08:29:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X40B1,Eth Status,896,2026-05-06 08:29:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X40B1,Voltage,946,2026-05-06 08:29:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X40B1,Bus Errors,78,2026-05-06 08:29:00
Prod_Diagnostic_01.txt,24-07-510,GW,0X40B1,Ignition,454,2026-05-06 08:29:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X2910,RPM,417,2026-05-03 07:10:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X2910,Coolant Temp,498,2026-05-03 07:10:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X2910,Fuel Pressure,493,2026-05-03 07:10:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X2910,Boost Pressure,219,2026-05-03 07:10:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X2910,Engine Load,886,2026-05-03 07:10:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0XF706,RPM,803,2026-05-13 08:59:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0XF706,Coolant Temp,804,2026-05-13 08:59:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0XF706,Fuel Pressure,466,2026-05-13 08:59:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0XF706,Boost Pressure,293,2026-05-13 08:59:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0XF706,Engine Load,434,2026-05-13 08:59:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0XB970,RPM,594,2026-05-10 06:03:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0XB970,Coolant Temp,754,2026-05-10 06:03:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0XB970,Fuel Pressure,556,2026-05-10 06:03:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0XB970,Boost Pressure,63,2026-05-10 06:03:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0XB970,Engine Load,766,2026-05-10 06:03:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X1EA2,RPM,59,2026-05-28 16:10:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X1EA2,Coolant Temp,984,2026-05-28 16:10:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X1EA2,Fuel Pressure,521,2026-05-28 16:10:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X1EA2,Boost Pressure,83,2026-05-28 16:10:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X1EA2,Engine Load,872,2026-05-28 16:10:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X218A,RPM,593,2026-05-04 18:15:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X218A,Coolant Temp,609,2026-05-04 18:15:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X218A,Fuel Pressure,41,2026-05-04 18:15:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X218A,Boost Pressure,635,2026-05-04 18:15:00
Prod_Diagnostic_01.txt,24-07-510,ECM,0X218A,Engine Load,84,2026-05-04 18:15:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XB849,AC Voltage,734,2026-05-09 06:42:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XB849,Charge Current,322,2026-05-09 06:42:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XB849,Battery Temp,245,2026-05-09 06:42:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XB849,SOC,272,2026-05-09 06:42:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XB849,Input Freq,406,2026-05-09 06:42:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XBBF3,AC Voltage,470,2026-05-25 02:00:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XBBF3,Charge Current,637,2026-05-25 02:00:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XBBF3,Battery Temp,577,2026-05-25 02:00:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XBBF3,SOC,103,2026-05-25 02:00:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XBBF3,Input Freq,76,2026-05-25 02:00:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0X4691,AC Voltage,292,2026-05-03 07:23:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0X4691,Charge Current,162,2026-05-03 07:23:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0X4691,Battery Temp,449,2026-05-03 07:23:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0X4691,SOC,854,2026-05-03 07:23:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0X4691,Input Freq,557,2026-05-03 07:23:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XAC96,AC Voltage,962,2026-05-10 21:06:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XAC96,Charge Current,900,2026-05-10 21:06:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XAC96,Battery Temp,138,2026-05-10 21:06:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XAC96,SOC,271,2026-05-10 21:06:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XAC96,Input Freq,119,2026-05-10 21:06:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XCE0F,AC Voltage,352,2026-05-20 06:45:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XCE0F,Charge Current,209,2026-05-20 06:45:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XCE0F,Battery Temp,704,2026-05-20 06:45:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XCE0F,SOC,650,2026-05-20 06:45:00
Prod_Diagnostic_01.txt,24-07-510,OBC,0XCE0F,Input Freq,874,2026-05-20 06:45:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9162,Battery Voltage,284,2026-05-21 13:53:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9162,Door Status,46,2026-05-21 13:53:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9162,Lock State,4,2026-05-21 13:53:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9162,Ignition,342,2026-05-21 13:53:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9162,Window Pos,790,2026-05-21 13:53:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XB319,Battery Voltage,10,2026-05-23 13:35:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XB319,Door Status,115,2026-05-23 13:35:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XB319,Lock State,78,2026-05-23 13:35:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XB319,Ignition,968,2026-05-23 13:35:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XB319,Window Pos,905,2026-05-23 13:35:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9BAB,Battery Voltage,43,2026-05-05 13:08:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9BAB,Door Status,316,2026-05-05 13:08:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9BAB,Lock State,374,2026-05-05 13:08:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9BAB,Ignition,921,2026-05-05 13:08:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0X9BAB,Window Pos,956,2026-05-05 13:08:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XF61F,Battery Voltage,896,2026-05-12 17:56:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XF61F,Door Status,417,2026-05-12 17:56:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XF61F,Lock State,998,2026-05-12 17:56:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XF61F,Ignition,636,2026-05-12 17:56:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XF61F,Window Pos,768,2026-05-12 17:56:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XFCFE,Battery Voltage,947,2026-05-01 05:47:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XFCFE,Door Status,341,2026-05-01 05:47:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XFCFE,Lock State,802,2026-05-01 05:47:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XFCFE,Ignition,954,2026-05-01 05:47:00
Prod_Diagnostic_01.txt,24-07-510,BCM,0XFCFE,Window Pos,422,2026-05-01 05:47:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X544D,Lane Confidence,482,2026-05-28 01:54:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X544D,Visibility,228,2026-05-28 01:54:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X544D,Image Quality,205,2026-05-28 01:54:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X544D,Speed,837,2026-05-28 01:54:00
Prod_Diagnostic_01.txt,24-07-510,FCAM,0X544D,Light Level,941,2026-05-28 01:54:00
